"","Site","Date","Belt","Spp","Wt","length","# Whole Arms","Notes"
"57","PPNP",2024-07-24,5,"LEP","1.28","1.8",NA,NA
"58","PPNP",2024-07-24,5,"LEP","1.27","2.1",NA,NA
"59","PPNP",2024-07-24,5,"LEP","2.12","2.2000000000000002",NA,NA
"60","PPNP",2024-07-24,5,"LEP","2.88","2.5",NA,NA
"61","PPNP",2024-07-24,5,"LEP","4.6100000000000003","3.1",NA,NA
"62","PPNP",2024-07-24,5,"LEP","0.94","1.5",NA,NA
"63","PPNP",2024-07-24,5,"LEP","2.38","2.4",5,NA
"64","PPNP",2024-07-24,5,"LEP","1.38","1.7",NA,NA
"65","PPNP",2024-07-24,5,"LEP","5.85","3.2",NA,NA
"66","PPNP",2024-07-24,5,"LEP","3.16","2.2999999999999998",5,NA
"67","PPNP",2024-07-24,5,"LEP","0.98","1.6",NA,NA
"68","PPNP",2024-07-24,5,"LEP","1.37","1.9",NA,NA
"69","PPNP",2024-07-24,5,"LEP","1.41","2",NA,NA
"70","PPNP",2024-07-24,5,"LEP","1.38","1.7",NA,NA
"71","PPNP",2024-07-24,5,"LEP","3.36","2.2999999999999998",NA,NA
"72","PPNP",2024-07-24,5,"LEP","2.4","2",NA,NA
"73","PPNP",2024-07-24,5,"LEP","0.98","1.5",NA,NA
"74","PPNP",2024-07-24,5,"LEP","0.57999999999999996","1.3",NA,NA
"75","PPNP",2024-07-24,5,"LEP","1.65","2",NA,NA
"76","PPNP",2024-07-24,5,"LEP","0.99","1.5",NA,NA
"77","PPNP",2024-07-24,5,"LEP","4.5199999999999996","3.1",NA,NA
"78","PPNP",2024-07-24,5,"LEP","3.13","2.4",NA,NA
"79","PPNP",2024-07-24,5,"LEP","0.38","1.1000000000000001",NA,NA
"80","PPNP",2024-07-24,5,"LEP","1.69","1.9",NA,NA
"81","PPNP",2024-07-24,5,"LEP","2.94","2.6",NA,NA
"82","PPNP",2024-07-24,5,"LEP","2.13","2.2000000000000002",NA,NA
"83","PPNP",2024-07-24,5,"LEP","1.1599999999999999","1.8",NA,NA
"84","PPNP",2024-07-24,5,"LEP","3.56","2.6",NA,NA
"85","PPNP",2024-07-24,5,"LEP","4.01","3.75",NA,"weight circled, ""?? Drop Row?"""
"86","PPNP",2024-07-24,5,"LEP","3.3","2.2999999999999998",NA,NA
"87","PPNP",2024-07-24,5,"LEP","NA","NA",NA,NA
"88","PPNP",2024-07-24,5,"LEP","NA","NA",NA,NA
"89","PPNP",2024-07-24,5,"LEP","NA","NA",NA,NA
"90","PPNP",2024-07-24,5,"LEP","NA","NA",NA,NA
"91","PPNP",2024-07-24,5,"LEP","NA","NA",NA,NA
"92","PPNP",2024-07-24,5,"LEP","3.15","2.2999999999999998",NA,NA
"93","PPNP",2024-07-24,5,"LEP","2.27","2.5",NA,NA
"94","PPNP",2024-07-24,5,"LEP","2.93","2.4",NA,NA
"95","PPNP",2024-07-24,5,"LEP","2.2599999999999998","2.1",NA,NA
"96","PPNP",2024-07-24,5,"LEP","3.24","2.6",NA,NA
"97","PPNP",2024-07-24,5,"LEP","1.41","1.8",NA,NA
"98","PPNP",2024-07-24,5,"LEP","0.27","0.9",NA,NA
"99","PPNP",2024-07-24,5,"LEP","0.55000000000000004","1.9",NA,NA
"100","PPNP",2024-07-24,5,"LEP","0.71","1.9",NA,NA
"101","PPNP",2024-07-24,5,"LEP","3.47","2.5",NA,NA
"102","PPNP",2024-07-24,5,"LEP","0.83","1.6",NA,NA
"103","PPNP",2024-07-24,5,"LEP","1.03","1.8",NA,NA
"104","PPNP",2024-07-24,5,"LEP","3.54","2.5",NA,NA
"105","PPNP",2024-07-24,5,"LEP","6.61","3.1",NA,NA
"106","PPNP",2024-07-24,5,"LEP","2.93","2.2000000000000002",NA,NA
"107","PPNP",2024-07-24,5,"LEP","3.14","2.6",NA,NA
"108","PPNP",2024-07-24,5,"LEP","1.42","2",NA,NA
"109","PPNP",2024-07-24,5,"LEP","2.36","2.2000000000000002",NA,NA
"110","PPNP",2024-07-24,5,"LEP","2.2999999999999998","2.2000000000000002",NA,NA
"111","PPNP",2024-07-24,5,"HEN","0.13","0.8",NA,NA
"112","PPNP",2024-07-24,5,"LEP","0.38","1.1000000000000001",NA,NA
"113","PPNP",2024-07-24,5,"LEP","0.22","0.8",NA,NA
"114","PPNP",2024-07-24,5,"LEP","0.56999999999999995","1.6",5,NA
"115","PPNP",2024-07-24,5,"LEP","2.2400000000000002","2.2999999999999998",4,NA
"116","PPNP",2024-07-24,5,"LEP","2.4300000000000002","2.2000000000000002",NA,NA
"117","PPNP",2024-07-24,5,"LEP","1.24","1.7",NA,NA
"118","PPNP",2024-07-24,5,"LEP","5.39","3.2",NA,NA
"119","PPNP",2024-07-24,5,"LEP","2.2999999999999998","2",NA,NA
"120","PPNP",2024-07-24,5,"LEP","1.48","1.8",NA,NA
"121","PPNP",2024-07-24,5,"LEP","3.32","2.4",NA,NA
"122","PPNP",2024-07-24,5,"LEP","1.85","1.9",NA,NA
"123","PPNP",2024-07-24,5,"LEP","2.41","2.1",NA,NA
"124","PPNP",2024-07-24,5,"LEP","3.12","2.1",NA,NA
"125","PPNP",2024-07-24,5,"LEP","1.29","1.2",NA,NA
"126","PPNP",2024-07-24,5,"LEP","2.8","2.4",NA,NA
"127","PPNP",2024-07-24,5,"LEP","2.19","2.1",NA,NA
"128","PPNP",2024-07-24,5,"LEP","8.01","3.5",NA,NA
"129","PPNP",2024-07-24,5,"LEP","3.83","2.7",NA,NA
"130","PPNP",2024-07-24,5,"LEP","1.1200000000000001","1.5",NA,NA
"131","PPNP",2024-07-24,5,"LEP","2.08","2.1",NA,NA
"132","PPNP",2024-07-24,5,"LEP","1.56","2",NA,NA
"133","PPNP",2024-07-24,5,"LEP","1.42","1.8",NA,NA
"134","PPNP",2024-07-24,5,"LEP","0.97","1.4",NA,NA
"135","PPNP",2024-07-24,5,"LEP","0.45","1.4",NA,NA
"136","PPNP",2024-07-24,5,"LEP","4.16","2.6",NA,NA
"137","PPNP",2024-07-24,5,"LEP","0.24","1.2",3,NA
"138","PPNP",2024-07-24,5,"LEP","0.19","1",NA,NA
"139","PPNP",2024-07-24,5,"LEP","0.12","1.7",NA,NA
"140","PPNP",2024-07-24,5,"HEN","0.15","0.7",NA,NA
"141","PPNP",2024-07-24,5,"HEN","0.68","1.2",NA,NA
"142","PPNP",2024-07-24,5,"LEP","1.74","2",5,"SSWD?"
"143","PPNP",2024-07-24,5,"LEP","1.5","1.8",5,"SSWD?"
"144","PPNP",2024-07-24,5,"LEP","0.41","1.2",NA,NA
